Full Title,Artist,Genre,Instrument,Year
Conversations,Mutt,Electronic / Dance,Drums,by Mutt feat. Kevin King (2009)
Conversations,Kevin King,Electronic / Dance,Drums,by Mutt feat. Kevin King (2009)
Brain in a Vat,Maynix,Electronic / Dance,Multiple Elements,by Maynix (2019)
Work It to the Bone (Chicago Clubhouse Remix),LNR,Electronic / Dance,Drums,by LNR (1989)
3rd Degree Burns,P.I.D.,Hip-Hop / Rap / R&B,Multiple Elements,by P.I.D. (1991)
Letter to the Better,Masta Ace,Hip-Hop / Rap / R&B,Drums,by Masta Ace (1990)
Death Rattle,LSDXOXO,Electronic / Dance,Drums,by LSDXOXO (2018)
Think,Spirit (Drum & Bass),Electronic / Dance,Drums,by Spirit (Drum & Bass) (2017)
Mama Gave Birth to the Soul Children (The Open University Remix),Queen Latifah,Hip-Hop / Rap / R&B,Multiple Elements,by Queen Latifah feat. De La Soul (1990)
Mama Gave Birth to the Soul Children (The Open University Remix),De La Soul,Hip-Hop / Rap / R&B,Multiple Elements,by Queen Latifah feat. De La Soul (1990)
Bristol,Technimatic,Electronic / Dance,Multiple Elements,by Technimatic (2013)
Sumo Jungle,Soichi Terada,Electronic / Dance,Drums,by Soichi Terada (1996)
Keep Watchin',Michel'le,Hip-Hop / Rap / R&B,Drums,by Michel'le (1989)
Has It Come to This? (Zed Bias Vocal Mix),The Streets,Electronic / Dance,Multiple Elements,by The Streets (2001)
Never Had a Girl Like Me,Nivea,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Nivea (2002)
Burning,Chase & Status,Electronic / Dance,Multiple Elements,by Chase & Status feat. Cocoa Tea (2019)
Burning,Cocoa Tea,Electronic / Dance,Multiple Elements,by Chase & Status feat. Cocoa Tea (2019)
Art of Drifting,KB,Hip-Hop / Rap / R&B,Vocals / Lyrics,by KB (2017)
Salta,King Africa,Electronic / Dance,Vocals / Lyrics,by King Africa (1993)
Hard Core Rap,Fresh Celeste,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Fresh Celeste (1989)
Me and You,Alexia,Electronic / Dance,Multiple Elements,by Alexia feat. Double You (1995)
Me and You,Double You,Electronic / Dance,Multiple Elements,by Alexia feat. Double You (1995)
Tika Toc,Skibadee,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Skibadee (2006)
Who Stole the Soul?,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Public Enemy (1990)
Romantic (Sexy Mix),Karyn White,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Karyn White (1991)
The Illness,Kid606,Electronic / Dance,Vocals / Lyrics,by Kid606 (2003)
The Western Tune,PFM,Electronic / Dance,Drums,by PFM (1995)
Promise You This,Snoop Dogg,Hip-Hop / Rap / R&B,Multiple Elements,by Snoop Dogg (2017)
Goes Like Dis,7A3,Hip-Hop / Rap / R&B,Multiple Elements,by 7A3 (1988)
Wheel Up,DJ Gunshot,Electronic / Dance,Drums,by DJ Gunshot (1994)
Hello Miss (Armani XXXChange Remix),Cee-Lo Green,Hip-Hop / Rap / R&B,Drums,by Cee-Lo Green and The Good Time Guys (2009)
Hello Miss (Armani XXXChange Remix),The Good Time Guys,Hip-Hop / Rap / R&B,Drums,by Cee-Lo Green and The Good Time Guys (2009)
Long Been Gone,Submorphics,Electronic / Dance,Drums,by Submorphics (2015)
The Loop of '88 (113 BPM),Simon Harris,Other,Drums,by Simon Harris (1988)
Party People,DJ Technics,Electronic / Dance,Drums,by DJ Technics (1998)
Da Drumz,Remarc,Electronic / Dance,Drums,by Remarc (2004)
La Serenissima,DNA,Electronic / Dance,Multiple Elements,by DNA (1990)
Dopemix Vol. 2,DJ Prince Ice,Hip-Hop / Rap / R&B,Multiple Elements,by DJ Prince Ice (1989)
Immortal Light,G Jones,Electronic / Dance,Drums,by G Jones (2019)
Thick Bitch (Hit My Jack),Rockie Fresh,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Rockie Fresh (2013)
College Girls,Jesse Jaymes,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Jesse Jaymes (1991)
Electr(on)ic Relaxation,Ta-Ku,Hip-Hop / Rap / R&B,Multiple Elements,by Ta-Ku (2013)
One Style,Remarc,Electronic / Dance,Multiple Elements,by Remarc (1996)
Zootie,Rezzett,Electronic / Dance,Drums,by Rezzett (2014)
Servin' Lean,Peewee Longway,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Peewee Longway feat. Gucci Mane (2013)
Servin' Lean,Gucci Mane,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Peewee Longway feat. Gucci Mane (2013)
Let the Music Take Control,Tyree,Electronic / Dance,Multiple Elements,by Tyree (1989)
WTF!? (Cookie Monsta Remix),Zomboy,Electronic / Dance,Drums,by Zomboy (2014)
Punish My Love,Delta Heavy,Electronic / Dance,Drums,by Delta Heavy (2015)
Magazines,Neef Buck,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Neef Buck feat. Young Chris (2013)
Magazines,Young Chris,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Neef Buck feat. Young Chris (2013)
Mositif,Mr. Oizo,Electronic / Dance,Drums,by Mr. Oizo (2012)
Vous Etes Fous,Benny B,Hip-Hop / Rap / R&B,Drums,by Benny B feat. DJ Daddy K (1990)
Vous Etes Fous,DJ Daddy K,Hip-Hop / Rap / R&B,Drums,by Benny B feat. DJ Daddy K (1990)
St Tropez,Skepta,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Skepta, Chip and Young Adz (2020)"
St Tropez,Chip,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Skepta, Chip and Young Adz (2020)"
St Tropez,Young Adz,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Skepta, Chip and Young Adz (2020)"
Request the Style (Project One Remix),Top Cat,Electronic / Dance,Drums,by Top Cat (1994)
Lighter,The Dream Team,Electronic / Dance,Drums,by The Dream Team (1995)
Belly,Lil Uzi Vert,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Lil Uzi Vert (2015)
Cold Lampin' With Flavor,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Public Enemy (1988)
Anything You Want,Tairrie B.,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Tairrie B. feat. Eazy-E (1990)
Anything You Want,Eazy-E,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Tairrie B. feat. Eazy-E (1990)
Summer,Shogun (Drum & Bass),Electronic / Dance,Drums,by Shogun (Drum & Bass) (1995)
Двигай Жопой,Scally Milano,Hip-Hop / Rap / R&B,Drums,by Scally Milano (2022)
Live at London,Charly Lownoise,Electronic / Dance,Drums,by Charly Lownoise and Mental Theo (1995)
Live at London,Mental Theo,Electronic / Dance,Drums,by Charly Lownoise and Mental Theo (1995)
Blacklight,Sewerslvt,Electronic / Dance,Drums,by Sewerslvt feat. Neupink (2019)
Blacklight,Neupink,Electronic / Dance,Drums,by Sewerslvt feat. Neupink (2019)
The Climax,Paperclip People,Electronic / Dance,Drums,by Paperclip People (1996)
Feelin’ Good (Radio Slave Revenge Remix),Laurent Garnier,Electronic / Dance,Drums,by Laurent Garnier and Chambray (2019)
Feelin’ Good (Radio Slave Revenge Remix),Chambray,Electronic / Dance,Drums,by Laurent Garnier and Chambray (2019)
Black Comet,Jun Senoue,Soundtrack / Library,Drums,by Jun Senoue (2006)
Sweetie,The Dream Team,Electronic / Dance,Drums,by The Dream Team (1995)
Éternité,Jazzy Bazz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Jazzy Bazz feat. Nekfeu (2018)
Éternité,Nekfeu,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Jazzy Bazz feat. Nekfeu (2018)
Payback (The Final Mixdown),James Brown,Soul / Funk / Disco,Multiple Elements,by James Brown (1988)
Bittersweet,Lenzman,Electronic / Dance,Drums,by Lenzman feat. Riya (2009)
Bittersweet,Riya,Electronic / Dance,Drums,by Lenzman feat. Riya (2009)
Crazy English Summer (Hiver & Hammer Remix),Faithless,Electronic / Dance,Drums,by Faithless feat. Zoë Johnston (2002)
Crazy English Summer (Hiver & Hammer Remix),Zoë Johnston,Electronic / Dance,Drums,by Faithless feat. Zoë Johnston (2002)
Just a Touch of Love (Everyday),C+C Music Factory,Electronic / Dance,Drums,by C+C Music Factory feat. Zelma Davis (1990)
Just a Touch of Love (Everyday),Zelma Davis,Electronic / Dance,Drums,by C+C Music Factory feat. Zelma Davis (1990)
Don't Stop the Beat,The Beatmasters,Electronic / Dance,Vocals / Lyrics,by The Beatmasters feat. MC Triple O (1989)
Don't Stop the Beat,MC Triple O,Electronic / Dance,Vocals / Lyrics,by The Beatmasters feat. MC Triple O (1989)
Get Me High,Franky Wah,Electronic / Dance,Multiple Elements,by Franky Wah (2019)
Wanna Feel Love,Dr Meaker,Electronic / Dance,Drums,by Dr Meaker feat. Yolanda 'Koko' Quartey (2016)
Wanna Feel Love,Yolanda 'Koko' Quartey,Electronic / Dance,Drums,by Dr Meaker feat. Yolanda 'Koko' Quartey (2016)
Death Meadow,Graves,Electronic / Dance,Vocals / Lyrics,by Graves and iNT3L (2016)
Death Meadow,iNT3L,Electronic / Dance,Vocals / Lyrics,by Graves and iNT3L (2016)
Feel the Groove,Cartouche,Electronic / Dance,Drums,by Cartouche (1990)
Posers and Camera Phones,Venetian Snares,Electronic / Dance,Drums,by Venetian Snares (2010)
I.N.Y.N,Surkin,Electronic / Dance,Vocals / Lyrics,by Surkin (2011)
Mr. Worldwide (Intro),Pitbull,Hip-Hop / Rap / R&B,Drums,by Pitbull feat. Vein (2011)
Mr. Worldwide (Intro),Vein,Hip-Hop / Rap / R&B,Drums,by Pitbull feat. Vein (2011)
Changes Part 1 (Rave Mix),Tech Man 1,Electronic / Dance,Multiple Elements,by Tech Man 1 (1991)
Piano Tune,Peshay,Electronic / Dance,Drums,by Peshay (1995)
Get Pepped,Skinny Boys,Hip-Hop / Rap / R&B,Drums,by Skinny Boys (1988)
Deeper and Deeper (Live),Madonna,Rock / Pop,Vocals / Lyrics,by Madonna (1994)
Ceasefire,Citadel of Kaos,Electronic / Dance,Drums,by Citadel of Kaos (1993)
誰是我 (수시아),Seo Taiji and Boys,Rock / Pop,Drums,by Seo Taiji and Boys (1993)
Give It Up,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Public Enemy (1994)
Composure,Aka,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Aka (2015)
Special Dedication (Ladies Mix),DJ Nut Nut,Electronic / Dance,Drums,by DJ Nut Nut (1994)
What's on Your Mind (House Party II Rap Theme),Eric B. & Rakim,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Eric B. & Rakim (1991)
Never Never Land,UMC's,Hip-Hop / Rap / R&B,Drums,by UMC's (1991)
Bless the Funk,Double J,Hip-Hop / Rap / R&B,Drums,by Double J (1989)
Aftermath,Nightmares on Wax,Electronic / Dance,Drums,by Nightmares on Wax (1990)
Get Loose Now,2 Live Crew,Hip-Hop / Rap / R&B,Vocals / Lyrics,by 2 Live Crew (1989)
No Time 2 Love,DJ Marky,Electronic / Dance,Drums,by DJ Marky and Bungle (2006)
No Time 2 Love,Bungle,Electronic / Dance,Drums,by DJ Marky and Bungle (2006)
Runaway,Slick Rick,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Slick Rick (1991)
Because of You,Gustaph,Rock / Pop,Vocals / Lyrics,by Gustaph (2023)
Make Time,Shanti Celeste,Electronic / Dance,Multiple Elements,by Shanti Celeste (2017)
Labyrinth,Zomby,Electronic / Dance,Drums,by Zomby (2011)
Camelot Fossil,Ceephax Acid Crew,Electronic / Dance,Drums,by Ceephax Acid Crew (2006)
Better With the Lights Off (Funkymix),New Boyz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by New Boyz feat. Chris Brown (2011)
Better With the Lights Off (Funkymix),Chris Brown,Hip-Hop / Rap / R&B,Vocals / Lyrics,by New Boyz feat. Chris Brown (2011)
Tricky Disco,Tricky Disco,Electronic / Dance,Vocals / Lyrics,by Tricky Disco (1990)
Banned From the Motherland,Josh Pan,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Josh Pan and Dumbfoundead feat. Simon D, Jay Park and G2 (2016)"
Banned From the Motherland,Dumbfoundead,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Josh Pan and Dumbfoundead feat. Simon D, Jay Park and G2 (2016)"
Banned From the Motherland,Simon D,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Josh Pan and Dumbfoundead feat. Simon D, Jay Park and G2 (2016)"
Banned From the Motherland,Jay Park,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Josh Pan and Dumbfoundead feat. Simon D, Jay Park and G2 (2016)"
Banned From the Motherland,G2,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Josh Pan and Dumbfoundead feat. Simon D, Jay Park and G2 (2016)"
Furthest Thing,Trippy Turtle,Electronic / Dance,Drums,by Trippy Turtle (2014)
La Serenissima,Mike Candys,Electronic / Dance,Vocals / Lyrics,by Mike Candys and Jack Holiday (2009)
La Serenissima,Jack Holiday,Electronic / Dance,Vocals / Lyrics,by Mike Candys and Jack Holiday (2009)
Horizon,Noisia,Electronic / Dance,Drums,by Noisia and Skrillex feat. Thys and Sleepnet (2022)
Horizon,Skrillex,Electronic / Dance,Drums,by Noisia and Skrillex feat. Thys and Sleepnet (2022)
Horizon,Thys,Electronic / Dance,Drums,by Noisia and Skrillex feat. Thys and Sleepnet (2022)
Horizon,Sleepnet,Electronic / Dance,Drums,by Noisia and Skrillex feat. Thys and Sleepnet (2022)
ME STAJE APPENNENN' AMÒ,Liberato,Electronic / Dance,Vocals / Lyrics,by Liberato (2019)
Sveglia,Crookers,Electronic / Dance,Vocals / Lyrics,by Crookers (2008)
Kim Jesteś?,Medium,Hip-Hop / Rap / R&B,Drums,by Medium (2012)
Just Let Go,Petra & Co,Electronic / Dance,Drums,by Petra & Co (1989)
Caliber,Desiigner,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Desiigner (2016)
Two to Make It Right,Seduction,Electronic / Dance,Multiple Elements,by Seduction (1989)
Das Da Way We Like 'Em,TLC,Hip-Hop / Rap / R&B,Multiple Elements,by TLC (1992)
Contact,Big Audio Dynamite,Rock / Pop,Drums,by Big Audio Dynamite (1989)
Gherkin to Chlorine,Ruby My Dear,Electronic / Dance,Drums,by Ruby My Dear (2011)
Intergalactic Emotional Breakdown,I Hate Models,Electronic / Dance,Multiple Elements,by I Hate Models (2019)
What a Shame,Rick Ross,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Rick Ross feat. French Montana (2014)
What a Shame,French Montana,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Rick Ross feat. French Montana (2014)
Saint or Sinner,Aggro Santos,Electronic / Dance,Multiple Elements,by Aggro Santos (2010)
La Zoubida,Lagaf',Electronic / Dance,Vocals / Lyrics,by Lagaf' (1991)
Move Your Body,Tchami,Electronic / Dance,Vocals / Lyrics,by Tchami and Marshall Jefferson (2015)
Move Your Body,Marshall Jefferson,Electronic / Dance,Vocals / Lyrics,by Tchami and Marshall Jefferson (2015)
Count on Me,Chase & Status,Electronic / Dance,Drums,by Chase & Status feat. Moko (2013)
Count on Me,Moko,Electronic / Dance,Drums,by Chase & Status feat. Moko (2013)
Jazzy NYC (Underground Edit),Hideki Okugawa,Soundtrack / Library,Vocals / Lyrics,by Hideki Okugawa and Yuki Iwai (1997)
Jazzy NYC (Underground Edit),Yuki Iwai,Soundtrack / Library,Vocals / Lyrics,by Hideki Okugawa and Yuki Iwai (1997)
Excruciating Deth (Phase γ),Machine Girl,Electronic / Dance,Drums,by Machine Girl (2014)
No Sleep,Sway,Hip-Hop / Rap / R&B,Drums,"by Sway feat. KSI, Tigger Da Author and Tubes (2013)"
No Sleep,KSI,Hip-Hop / Rap / R&B,Drums,"by Sway feat. KSI, Tigger Da Author and Tubes (2013)"
No Sleep,Tigger Da Author,Hip-Hop / Rap / R&B,Drums,"by Sway feat. KSI, Tigger Da Author and Tubes (2013)"
No Sleep,Tubes,Hip-Hop / Rap / R&B,Drums,"by Sway feat. KSI, Tigger Da Author and Tubes (2013)"
Teenage Birdsong (Overmono Remix),Four Tet,Electronic / Dance,Drums,by Four Tet (2019)
The Bidness,Snoop Dogg,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Snoop Dogg (2004)
Wassup Wassup,Diplo,Electronic / Dance,Drums,by Diplo feat. Rye Rye (2007)
Wassup Wassup,Rye Rye,Electronic / Dance,Drums,by Diplo feat. Rye Rye (2007)
I Got Da Feelin',Sweet Tee,Hip-Hop / Rap / R&B,Drums,by Sweet Tee (1988)
Love Will Never Do (Without You) (UK Funky Mix),Janet Jackson,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Janet Jackson (1990)
Happy Birthday Nick,Ross From Friends,Electronic / Dance,Multiple Elements,by Ross From Friends (2018)
Ritmo De La Noche,Lorca,Electronic / Dance,Vocals / Lyrics,by Lorca (1990)
The Real Wild House,Raul Orellana,Electronic / Dance,Vocals / Lyrics,by Raul Orellana (1989)
Walls,Trey Songz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Trey Songz feat. MIKExANGEL and Chisanity (2015)
Walls,MIKExANGEL,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Trey Songz feat. MIKExANGEL and Chisanity (2015)
Walls,Chisanity,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Trey Songz feat. MIKExANGEL and Chisanity (2015)
Bring It Back,Ephwurd,Electronic / Dance,Vocals / Lyrics,by Ephwurd (2015)
Turn It Up,Richie Rich,Electronic / Dance,Multiple Elements,by Richie Rich (1988)
Rescue Me,Debbie Malone,Soul / Funk / Disco,Drums,by Debbie Malone (1989)
Anasickmodular,Floating Points,Electronic / Dance,Drums,by Floating Points (2019)
Elektricity Will Keep Me Warm,London Elektricity,Electronic / Dance,Drums,by London Elektricity feat. Elsa Esmeralda (2011)
Elektricity Will Keep Me Warm,Elsa Esmeralda,Electronic / Dance,Drums,by London Elektricity feat. Elsa Esmeralda (2011)
B.B.H.,Bmacthequeen,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Bmacthequeen feat. Audio Push and Hit-Boy (2014)
B.B.H.,Audio Push,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Bmacthequeen feat. Audio Push and Hit-Boy (2014)
B.B.H.,Hit-Boy,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Bmacthequeen feat. Audio Push and Hit-Boy (2014)
Síguelo,Wisin & Yandel,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Wisin & Yandel (2007)
Signal,DJ Fresh,Electronic / Dance,Drums,by DJ Fresh (2003)
Turn the Music Louder (Rumble),KDA,Electronic / Dance,Drums,by KDA feat. Tinie Tempah and Katy B (2015)
Turn the Music Louder (Rumble),Tinie Tempah,Electronic / Dance,Drums,by KDA feat. Tinie Tempah and Katy B (2015)
Turn the Music Louder (Rumble),Katy B,Electronic / Dance,Drums,by KDA feat. Tinie Tempah and Katy B (2015)
Glamorous Life,Cool C,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Cool C (1989)
"Showreel, Pt. 2",DjRum,Electronic / Dance,Multiple Elements,by DjRum (2017)
Can't Tell Me Shit,Tha Alkaholiks,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Tha Alkaholiks (1993)
Contact,Kelela,Electronic / Dance,Drums,by Kelela (2023)
Pussy Ride,DJ Funk,Electronic / Dance,Drums,by DJ Funk (1996)
Mosaic,KOAN Sound,Electronic / Dance,Multiple Elements,"by KOAN Sound, Culprate and Asa & Sorrow (2014)"
Mosaic,Culprate,Electronic / Dance,Multiple Elements,"by KOAN Sound, Culprate and Asa & Sorrow (2014)"
Mosaic,Asa & Sorrow,Electronic / Dance,Multiple Elements,"by KOAN Sound, Culprate and Asa & Sorrow (2014)"
One Time Fo' Ya Mind,Paris,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Paris (1994)
Bring in the Katz,KW Griff,Electronic / Dance,Drums,by KW Griff feat. Pork Chop (2012)
Bring in the Katz,Pork Chop,Electronic / Dance,Drums,by KW Griff feat. Pork Chop (2012)
Roxanne's on a Roll,The Real Roxanne,Hip-Hop / Rap / R&B,Multiple Elements,by The Real Roxanne (1988)
Walk This Land,E-Z Rollers,Electronic / Dance,Drums,by E-Z Rollers (1998)
How Love Begins,DJ Fresh,Electronic / Dance,Drums,by DJ Fresh and High Contrast feat. Dizzee Rascal (2015)
How Love Begins,High Contrast,Electronic / Dance,Drums,by DJ Fresh and High Contrast feat. Dizzee Rascal (2015)
How Love Begins,Dizzee Rascal,Electronic / Dance,Drums,by DJ Fresh and High Contrast feat. Dizzee Rascal (2015)
Body Language,Heidi Montag,Rock / Pop,Vocals / Lyrics,by Heidi Montag (2009)
NO ONE LOVES ME,Black Eyed Peas,Hip-Hop / Rap / R&B,Multiple Elements,by Black Eyed Peas feat. Nicole Scherzinger (2022)
NO ONE LOVES ME,Nicole Scherzinger,Hip-Hop / Rap / R&B,Multiple Elements,by Black Eyed Peas feat. Nicole Scherzinger (2022)
Get Off Your Ass & Jam,Anquette,Hip-Hop / Rap / R&B,Multiple Elements,by Anquette (1987)
Roll the Beats (Inject the Bass Mix),DJ Hype,Electronic / Dance,Multiple Elements,by DJ Hype feat. MC GQ (1994)
Roll the Beats (Inject the Bass Mix),MC GQ,Electronic / Dance,Multiple Elements,by DJ Hype feat. MC GQ (1994)
Think,Main Source,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Main Source (1989)
Break of Dawn,Rhythm on the Loose,Electronic / Dance,Drums,by Rhythm on the Loose (1991)
Put That Woman First (Calibre Remix),Jaheim,Electronic / Dance,Drums,by Jaheim (2003)
Jungle Chase (Background Music),Yuzo Koshiro,Soundtrack / Library,Multiple Elements,by Yuzo Koshiro (1992)
Say You Do,Sigala,Electronic / Dance,Multiple Elements,by Sigala feat. DJ Fresh and Imani Williams (2016)
Say You Do,DJ Fresh,Electronic / Dance,Multiple Elements,by Sigala feat. DJ Fresh and Imani Williams (2016)
Say You Do,Imani Williams,Electronic / Dance,Multiple Elements,by Sigala feat. DJ Fresh and Imani Williams (2016)
Mr. Kirk's Nightmare,4 Hero,Electronic / Dance,Drums,by 4 Hero (1990)
Youth,Ben Khan,Electronic / Dance,Vocals / Lyrics,by Ben Khan (2014)
Fantaisie Sign,Yoko Kanno,Soundtrack / Library,Multiple Elements,by Yoko Kanno and The Seatbelts feat. Carla Vallet (1998)
Fantaisie Sign,The Seatbelts,Soundtrack / Library,Multiple Elements,by Yoko Kanno and The Seatbelts feat. Carla Vallet (1998)
Fantaisie Sign,Carla Vallet,Soundtrack / Library,Multiple Elements,by Yoko Kanno and The Seatbelts feat. Carla Vallet (1998)
Don't Be Afraid to Be Different,Logic,Hip-Hop / Rap / R&B,Drums,by Logic feat. Will Smith (2019)
Don't Be Afraid to Be Different,Will Smith,Hip-Hop / Rap / R&B,Drums,by Logic feat. Will Smith (2019)
SuperNegroes,Pac Div,Hip-Hop / Rap / R&B,Multiple Elements,by Pac Div (2011)
Why You Wanna Trip on Me,Michael Jackson,Rock / Pop,Drums,by Michael Jackson (1991)
Hollaback Girl (Hollatronix Remix),Gwen Stefani,Electronic / Dance,Drums,by Gwen Stefani (2005)
The Rain,Photek,Electronic / Dance,Multiple Elements,by Photek (1994)
Boys Will Be Boys (Zach Witness Remix),Dua Lipa,Electronic / Dance,Multiple Elements,by Dua Lipa and The Blessed Madonna (2020)
Boys Will Be Boys (Zach Witness Remix),The Blessed Madonna,Electronic / Dance,Multiple Elements,by Dua Lipa and The Blessed Madonna (2020)
Mi Piace,Tony Effe,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Tony Effe feat. Sfera Ebbasta (2021)
Mi Piace,Sfera Ebbasta,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Tony Effe feat. Sfera Ebbasta (2021)
Close Your Eyes ('XXX' Mix),Acen,Electronic / Dance,Drums,by Acen (1991)
Kool FM,Four Tet,Electronic / Dance,Drums,by Four Tet (2013)
Anti-nigger Machine,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Public Enemy (1990)
Gentleman,Venetian Snares,Electronic / Dance,Multiple Elements,by Venetian Snares (2008)
Your Smile,Charly Lownoise,Electronic / Dance,Vocals / Lyrics,by Charly Lownoise and Mental Theo (1996)
